lon,lat,PLOTID,FinalLabel
121.2112533,17.0788151,1,
125.9365714,8.906122306,2,
120.7956927,17.42107322,3,
117.7487869,9.032784761,4,
124.0215429,11.93281599,5,
120.9487656,15.78551058,6,
124.8084671,11.07797917,7,stable nonforest
121.1985871,18.18670734,8,
121.8787914,17.77815355,9,multiple events eco possible
124.3177174,6.967917249,10,
123.6014008,9.253770321,11,
122.1240315,13.85134794,12,
121.9685331,14.7495734,13,
119.2218443,10.12962772,14,
120.4995181,15.14114903,15,
124.9558806,6.06699685,16,
120.5943802,17.9196382,17,
123.5221694,13.22935444,18,
121.2179907,18.2236281,19,stable forest
121.4096014,16.00973008,20,
124.6411109,6.715939811,21,
120.952269,18.2732151,22,
120.0535046,12.19422574,23,
121.9871282,13.22881545,24,multiple events eco possible
126.303084,6.973846129,25,
121.1088454,17.34507575,26,
125.8266176,7.894709127,27,stable forest
125.2641824,10.00539072,28,
121.2158347,17.35531654,29,
120.8517476,16.16118603,30,
122.8282208,11.35906202,31,
122.0386017,12.57798603,32,stable forest
122.9993499,7.954536925,33,
124.0889165,7.554067971,34,
123.490908,13.90470787,35,
124.9658519,7.545713639,36,
120.8495916,13.44926202,37,stable forest
122.3016284,11.15532411,38,
118.6537497,9.621630429,39,stable forest
121.7955176,16.64708477,40,
120.4876604,16.49859326,41,
125.9522021,8.23696725,42,
121.7119743,17.00497358,43,
125.63339,10.19511491,44,stable forest
123.1033748,9.662863101,45,
120.606238,13.42177358,46,
124.8556286,6.478784576,47,
121.2212246,14.64150607,48,
121.3740281,14.1768974,49,
125.583803,8.667080608,50,
121.4047505,13.92357249,51,
120.9476876,18.53273838,52,
125.0593665,12.43434542,53,
122.275218,6.968456238,54,
125.6153338,9.152709851,55,
125.4994512,9.742094509,56,
125.5463432,8.80236689,57,
124.1818922,9.769313462,58,
123.6682355,8.464151186,59,
121.9825468,18.17458008,60,
124.6163174,8.098447034,61,
121.1587019,13.052027,62,
123.0354622,10.15199577,63,
121.2271535,12.22979903,64,
120.9212772,18.50605842,65,
123.4475194,9.979249744,66,
120.8250676,14.84066257,67,
125.3024506,12.10960444,68,
122.2824943,13.95052195,69,
120.9339434,17.59974813,70,
120.4162443,15.17618333,71,
124.2492658,7.320685661,72,
125.3073015,7.05442501,73,
125.357158,7.875575012,74,
125.0068151,6.157816525,75,
122.3649597,14.09119813,76,
120.8331524,12.95851238,77,
121.2532945,13.82763242,78,
122.0671681,13.89877899,79,
125.0650259,11.78648043,80,
120.881931,13.39536311,81,
120.2947023,15.26565553,82,
126.0319725,8.231577359,83,
121.056294,14.81371311,84,
124.4912719,7.210462375,85,
126.0166113,6.982739451,86,
119.633093,10.68101364,87,
119.9308846,16.3969938,88,
121.2117923,13.12964145,89,
120.830188,13.42851094,90,
122.3172591,16.91172845,91,
121.1039945,17.18257051,92,
120.7857214,15.0382021,93,
121.7855463,16.48889145,94,
120.8237201,16.3223438,95,
122.2636297,12.56585877,96,
120.8981006,17.41783929,97,
122.9295508,8.138062738,98,
122.1612218,11.08013512,99,
120.5862954,17.52132521,100,
120.6490876,16.89097737,101,
123.8549952,12.03845787,102,
122.0509985,16.67295625,103,
125.1138044,5.978602626,104,
121.0603364,15.53730607,105,
125.1297046,7.179470498,106,
123.8107981,12.96632773,107,
121.79956,17.60513802,108,
126.2365189,7.173272123,109,stable forest
124.9825606,10.27245985,110,
124.1783887,12.41736726,111,
121.5947441,17.49949614,112,
126.0031366,6.983547935,113,
120.7137663,15.64106149,114,
120.2408033,15.54646889,115,
126.3483591,7.38590335,116,
125.4142909,12.09424325,117,
121.2220331,15.48044271,118,
121.2479046,16.2474243,119,multiple events eco possible
120.9018736,12.70842141,120,
120.6304925,15.15570174,121,
122.1175636,6.705968512,122,
117.4647396,8.754396854,123,
124.7852905,6.909436924,124,
124.2101891,9.976554798,125,
119.0302337,10.3945409,126,
123.7884301,9.746945412,127,
121.6238495,14.36931654,128,
124.386708,8.381146854,129,
125.0884719,11.67275372,130,
125.0879329,7.237142339,131,
121.9529024,13.34227267,132,
120.434031,15.74077448,133,
121.1290575,15.09533495,134,
124.8488912,10.76752141,135,
125.4746577,8.806409309,136,multiple events eco possible
121.9041239,17.75362954,137,
122.0609698,16.2075391,138,
124.1290712,7.788258766,139,
120.806203,18.3977216,140,
119.7872439,11.48195155,141,
120.930979,12.72324361,142,
124.9434838,8.411060753,143,
121.5801914,16.87804163,144,
124.4325221,12.43919632,145,
122.0590833,16.29781979,146,
125.0655649,7.713069777,147,
117.742858,8.843869056,148,
121.9467041,17.09821871,149,
122.075253,17.74311925,150,
125.0219068,10.50449469,151,
123.0103992,11.38574198,152,
123.044086,10.01670949,153,
121.1136963,13.19216419,155,stable forest
121.8952306,18.98117737,156,
125.9980162,9.906755701,157,
121.1926582,13.64356762,158,
125.3814125,8.881598298,159,
125.8608434,9.459394689,160,
125.0097795,12.47962051,161,
124.1918635,7.181626455,162,
124.5966443,8.458222305,163,
122.0779479,16.68131058,164,stable forest
121.3893893,16.24095643,165,
117.5544813,8.763829165,166,
121.6421752,16.33366257,167,
123.7132411,13.22261708,168,
120.7196952,14.00522935,170,
121.1150438,16.04314741,171,
123.0103992,13.58562628,174,
124.2937324,8.4485205,175,
119.385158,10.37109487,176,stable forest
118.6478208,9.940981513,177,
123.3227434,13.82682394,178,
122.6048098,13.94378459,179,
123.4289243,10.84028494,180,
120.8601019,18.06839921,181,
123.0955595,11.37280624,182,
125.9592089,8.298412016,183,
124.7133355,8.146147575,184,
122.1768524,16.57890264,185,
120.9444537,12.72513007,186,stable forest
121.0134443,16.86807033,187,
123.9859696,10.55246473,188,
120.4537041,15.74239145,189,
124.3446669,8.192500644,191,
121.1236676,17.48009253,193,
121.0371598,16.63522701,194,
120.5612324,15.93454109,195,
121.030692,18.39125373,196,
126.1098564,6.912401364,197,
126.4685537,7.245227177,198,
122.1876322,7.542749199,200,
124.262471,7.187285841,202,
122.6802683,11.25207267,203,
120.8121319,17.38145752,204,
123.4046698,8.332907323,205,
125.6139864,5.897484756,206,stable forest
125.4560626,6.19042537,207,
121.1508866,15.2271178,208,
120.9662828,17.4218817,210,
121.5101228,13.126677,211,
121.3664822,18.42925246,212,
125.0332255,12.29636419,213,
122.1860153,7.764812737,214,stable forest
120.6232162,17.20871149,215,stable forest
121.6074104,17.91667376,216,
123.9902815,10.28782104,218,
122.5290819,13.32448603,219,
126.1497416,8.401089453,220,
124.3182564,6.649374649,221,
121.823545,17.4916808,224,
120.7981181,14.98376419,225,
123.1270903,9.521108949,226,
125.7708322,8.124318514,227,stable forest
125.0221763,10.45059577,228,
123.8099896,8.372792521,229,
124.1250288,9.812971585,230,
125.4770831,6.295528258,231,
121.0007781,13.28999072,232,
121.2511385,16.47730318,234,
123.2497104,10.55704613,235,
120.9468791,15.36078712,238,
126.0365539,7.215313278,240,
120.7129578,17.53830337,241,
122.3288474,10.74191942,242,
125.1650084,11.58355101,243,
123.0934035,8.46792411,244,
125.684055,8.044009127,245,
123.0529793,13.74597556,246,
120.580636,16.66460192,247,
125.30811,11.15909704,248,
122.2515024,13.67375101,249,
123.1785638,8.331020861,250,
122.249616,7.972862557,251,stable forest
120.5410203,14.49867394,252,
120.4491227,17.30815499,253,
121.4139133,12.56235534,254,
125.034573,7.038794324,255,
121.0166782,15.57719127,256,
121.7246405,17.88110048,258,
124.6443449,12.3006761,259,
121.4796699,15.86851492,260,
125.4652254,6.341611832,261,
122.99396,8.137793243,262,
122.7398266,8.05182447,264,
121.1910412,13.96237971,265,
121.1681342,13.20024903,268,
123.465306,13.79691004,269,
124.8178994,10.56944289,270,
123.0661846,13.56218025,271,
125.4886714,11.26689487,272,
120.9201992,12.74129975,273,
121.4966481,16.2773382,274,
120.6237551,16.13989596,275,
121.2252671,15.35108531,277,
120.1297716,15.51978892,279,
120.5563815,15.8841456,280,
120.4154358,14.93175174,283,
120.9641268,14.33832466,284,
121.2573369,13.76322322,286,
121.6254665,17.54557972,288,
123.1637416,9.199601909,289,
120.8487831,17.12139524,290,
125.3285916,8.864350645,291,multiple events eco possible
120.6272586,18.08429939,292,
123.5706784,13.80607285,293,
124.2678609,6.752052086,294,
124.8087366,8.009513821,295,
123.1295158,8.031073387,298,
123.2594122,8.467654615,299,
126.0877579,8.005740896,300,
125.6414748,7.537898296,301,
121.1312134,14.94064506,302,
126.2435257,7.099700101,304,
124.4055727,6.428389089,305,
120.9350214,13.12128711,306,
120.8466272,18.25273351,307,
124.7173779,7.293466708,308,
125.4035111,8.072306059,309,
117.5286098,8.780268334,310,
121.1651698,13.67698495,311,
121.2500606,16.86995679,312,
120.4776891,17.31300589,313,
123.7773808,9.873068877,314,
121.5950136,18.35406347,316,
123.9902815,12.03872736,317,
119.4633115,11.26878133,318,
122.8678366,13.66243224,319,
121.1182777,17.08447448,320,
124.2708254,6.202552626,321,
124.6758757,6.637516887,322,
122.9233524,9.20202736,324,
121.1104624,17.57818856,325,
121.0579109,13.65488639,326,
122.9578477,14.07529794,328,
121.026919,16.54764127,329,
126.4036055,7.793918152,330,
123.5612461,12.20042412,331,
125.7665203,9.276138371,333,
126.0228097,6.924798115,336,
120.3666573,15.19855138,337,
124.5494828,9.909989636,338,
125.5105005,7.571585119,339,
121.9399667,12.09235679,340,
120.9563115,13.42608549,342,
125.7492727,8.201932954,343,
123.4618026,8.593239092,344,
119.3735698,10.65271671,345,
124.0603501,12.78199343,346,
122.8247174,7.87368855,348,
122.2183546,10.66565245,349,
122.8279514,11.48814993,350,
125.4396234,11.24668278,351,
122.7309333,7.888780246,352,
121.8087228,16.21804939,353,
121.9572143,17.44398026,354,
123.1028358,7.802541979,355,
123.1505364,8.114886203,356,
125.4444743,8.73768819,357,
122.1781999,7.393449199,358,
126.0877579,7.203725011,359,
120.6504351,17.31408387,360,
121.3565109,12.63619686,361,stable forest
125.6377019,6.338108403,362,
122.1092093,13.77103856,363,
124.1325746,6.480940533,364,
121.9830858,14.77086347,365,
120.682505,16.15741311,366,
122.0787564,12.41305534,367,stable forest
125.1685118,7.394257682,368,
122.8557093,10.4988353,369,
126.1713012,9.228976819,370,
119.3897394,10.98715949,371,stable forest
124.6532382,8.088745229,374,
123.6633846,8.62072754,375,
121.5465046,16.00137575,376,
123.9797712,13.07897646,377,
124.6726418,7.318529704,378,
122.474644,13.94674903,379,
124.8359555,10.15307375,380,
124.6707553,12.16296437,381,
123.3178925,8.394621583,382,
124.1509003,13.7589113,383,
124.9060241,10.43361761,384,
122.0660902,17.55096961,385,
121.8645082,16.56138549,386,
121.6626568,14.01924307,387,
123.6205349,9.181276277,388,
124.8205943,11.02327177,389,
122.1092093,10.96236599,391,
125.5630519,7.839462737,392,
117.3289143,8.309461294,393,
122.7031754,10.60474668,395,
124.1986008,7.731125914,396,
124.4414154,12.36265986,398,
124.6648264,6.240820858,399,
125.5735622,7.377279524,400,
122.250155,16.86052448,402,
125.3655124,11.22512321,403,
119.4466028,11.07797917,405,
126.1661808,7.182973928,406,
121.9607178,16.87103477,407,
120.8951362,16.75838604,408,
125.2172903,8.024875012,409,
121.5626743,15.63486311,410,
125.1900714,8.684328262,411,
123.2928295,13.43497881,412,
122.9589257,13.88934668,413,
125.4566015,7.688815264,414,
124.2083026,8.186302268,415,
123.9121281,12.72728603,416,
124.4163524,12.6591039,417,
121.1985871,15.92483928,418,
120.4458887,17.32378568,420,
122.9923431,13.60152646,421,
122.5218055,10.84648332,422,
121.5454266,16.7155364,423,
120.8455492,16.18840499,425,
121.4996125,13.85565986,426,
120.4421158,14.45905823,427,
126.0451777,9.2249344,428,
121.3336039,13.84407159,429,
125.4097095,5.841699377,430,
124.1045472,12.89841509,431,
123.4313497,12.47773404,432,
124.3309227,6.158355515,433,
121.4823649,17.32216871,435,
126.5337714,7.430100462,436,
124.0352871,12.71435029,437,
122.2916571,7.990379705,438,
124.4740243,7.36003187,439,
122.1140602,17.28093604,440,
123.2254559,13.5848178,441,
123.668505,10.25898512,442,
124.7898719,11.36229596,443,
125.2946353,7.288615805,444,
122.9020624,11.310553,446,
124.8788051,6.76876075,447,
126.3497066,7.572124109,448,
124.290229,7.187016346,449,
122.2652467,13.63386581,450,
125.6538716,11.17041581,451,
119.9508272,15.44379145,454,
120.8504001,15.42223188,455,
125.3851855,6.0993362,456,
121.0282665,18.36026185,458,
124.3328091,8.066107683,459,
121.0697687,16.7201178,460,
121.0910588,15.21876347,461,
120.4534346,17.22838459,462,
124.3635315,7.536011834,465,
121.5707591,11.93497195,466,
125.0542461,11.80642303,469,
122.2582398,17.31893477,470,
121.3901977,16.09704632,471,
120.0588945,15.03550715,472,
121.2910237,13.23366636,473,
122.1213366,17.40247809,475,
121.2996476,15.46211708,476,
120.9519995,15.13414217,478,
123.1184665,8.144530608,479,
120.8549815,18.09480968,480,
123.144877,10.46218404,482,
120.8188692,14.05023495,483,multiple events eco possible
124.2457624,6.824546129,484,
125.360931,5.698058763,486,
121.2856338,16.21023405,487,
120.8382728,14.0774539,488,
125.3563496,6.20336111,489,
123.2249169,8.484093785,490,
117.2874122,8.611025735,491,
122.222397,10.97233729,492,
123.1144241,10.30210426,493,
124.4300967,8.239392702,495,
125.3073015,7.802811474,496,
124.9052156,6.095563276,497,
124.2185434,6.800830606,498,
124.8801526,6.256182049,499,
121.1484611,12.99947556,500,
126.2012151,7.404228982,501,stable forest
122.2598568,17.02006528,502,
123.6113721,12.25028061,503,
123.0152501,8.000620499,504,
124.265705,6.571221219,505,
120.4410378,14.77760083,506,
122.225631,7.091076274,507,
123.4989929,10.10510372,509,
124.5290012,11.40029469,510,
125.9020761,8.941156602,512,
122.1668811,7.57805299,514,
124.9106055,6.923720137,515,
121.6825994,16.54171239,516,
124.4131185,12.30633549,518,
122.1849373,16.49023892,519,stable forest
120.332162,15.79170896,520,
120.7708992,16.98556997,521,
120.8867819,16.60935553,522,
124.2212384,7.300473567,523,
121.126093,16.9243947,524,stable forest
121.353816,14.11706961,525,
122.2940826,13.9082113,526,
122.918232,7.393718693,529,
122.1552929,17.26234091,531,
119.8554261,16.05796961,532,
120.9584674,14.11706961,533,
121.3139308,14.80724524,535,
124.5203774,6.155121579,536,
122.1838593,16.24095643,538,stable forest
123.145416,9.259699201,539,
124.9909149,8.285476276,541,
124.4387205,9.932896675,542,
121.0376988,17.34022485,543,
121.7222151,17.35962846,544,
119.4449858,10.95293368,545,
120.780601,17.47874506,546,
121.2196077,19.10999579,547,
121.9844333,6.648566165,548,
123.3569692,9.472599924,549,
125.1116485,12.10583152,550,
120.4617889,16.63873044,551,
122.0008725,17.6361299,552,
124.9542636,8.612642702,553,
124.6995912,7.354641978,554,
124.5419369,8.407018334,555,
124.9701638,8.461186745,556,
118.4610611,9.463706602,557,
121.6928402,17.40301708,558,
120.8423153,14.29331906,559,
124.8081976,8.977268876,560,
120.9953882,14.12569343,561,
123.4033223,7.445192159,563,
121.5799219,16.11510246,564,
117.3588282,8.521823027,565,
123.864697,9.884118155,566,
120.9584674,13.44387213,567,
122.9872227,9.575007866,568,
123.3556218,13.94405408,569,
120.6337264,16.69209037,571,
124.933782,7.229865985,572,
120.3461757,15.27805228,573,
120.9751761,15.04224452,574,
123.2774683,12.45833043,575,
125.1787526,7.222589632,576,
118.4012333,9.336235664,577,
126.3763866,7.992266167,578,
125.3105355,7.764273748,579,
124.1110151,12.65048007,580,
125.4008162,7.016965263,581,
123.6442505,12.23869235,582,
123.8191524,8.072306059,583,
122.9529968,10.16466202,584,
124.7769362,10.48320462,585,
124.6179344,12.24974162,586,
125.2897844,11.42805263,587,
125.4264181,12.0268696,588,
121.8698981,17.77896203,589,
126.0314335,7.57454956,590,
120.3146449,14.81721654,591,
125.7123519,8.532872305,592,
125.2485517,6.799483133,594,
123.4310802,7.838384759,595,
122.1016634,10.90873657,596,
121.6588838,18.04495319,597,
124.9884894,11.14831725,598,
124.0727468,13.66782213,600,
125.3463783,8.886449201,601,
124.9267752,11.05615011,602,
120.906455,15.27481834,603,
122.0760615,18.0740586,604,
124.9612705,10.44035498,605,
121.4074454,17.12301221,606,multiple events eco possible
120.6445062,13.89985697,607,
122.0461476,6.574724649,608,
126.3071265,6.980044505,609,
120.4776891,14.9931965,610,
125.3021811,5.969978799,611,
121.8828338,15.02930878,612,
122.7023669,11.04213639,614,
121.9658382,16.41262448,615,
121.9143647,16.62229127,616,
121.2958746,15.44594741,617,
125.6139864,11.33265155,618,
123.0810068,7.841618694,619,
121.230118,14.83123026,620,stable forest
124.2848391,9.818361477,621,
125.6872889,9.110129707,622,
119.932771,15.88198964,623,
123.8695479,10.47997068,624,
126.3243741,8.12647447,626,
125.1841425,11.49812123,628,
124.0455279,8.033498839,629,
125.4164468,11.68919289,630,
123.1623941,9.083719237,632,
123.5264813,13.55840733,633,
120.3901033,16.75488261,634,
121.5869288,14.71238314,635,Deforestation
120.1208782,15.7599086,636,
124.1115541,13.66566618,637,
122.2021849,10.75108224,639,
124.9116835,11.92688711,640,
123.6218824,12.2707622,641,
125.4716932,12.07726509,642,
121.9661077,17.79378423,643,
122.4379927,11.06935534,644,
124.6168564,8.226726456,645,
121.1565459,14.13620372,647,
124.8550896,7.346826635,648,
123.7040783,13.37946293,649,
126.2532275,8.904235843,650,
121.9332293,16.5015577,651,
123.4739299,13.52418152,653,
121.5071584,17.61591781,655,
122.2331768,17.2680003,656,stable forest
120.5992311,15.70600968,657,
124.5044772,8.492178623,658,
124.3309227,7.609853351,659,
122.7206925,7.863986744,661,
121.3802264,17.41864777,663,
126.1492026,6.657459486,664,
124.7874465,11.16637339,665,
122.4210145,11.48006509,666,
124.3907505,6.124938186,667,
125.5387974,7.689084759,668,
126.3839324,7.654589452,670,
125.7791866,9.021196493,671,stable forest
124.0293582,8.067724651,673,
122.2407227,17.04243333,674,stable forest
120.9630488,17.32486365,678,
120.6154008,15.58851004,679,
124.1436239,6.661232411,680,
122.397299,13.95186942,681,
119.8786026,12.29420823,682,
124.6942014,9.131150284,683,
118.5343636,9.684153173,684,
120.2693698,15.17564434,685,
121.5060804,18.17242412,686,
124.9372855,12.12577412,687,
117.6283228,9.000714905,688,
122.4105042,7.704176455,689,
121.9464346,13.86967358,690,
120.55719,15.34623441,691,
125.0162474,11.93335498,693,
122.0547714,16.96508838,694,
124.6807266,12.19341726,695,
121.5120093,14.68732015,697,stable forest
123.196081,10.82357628,699,
122.5196495,11.22215877,700,
122.7907611,9.576624834,701,
121.1080369,5.954617608,702,
117.547205,8.755474832,703,
121.0015866,17.16154994,705,
122.2622822,13.88314831,706,
121.9763485,16.79234235,707,
121.1929277,16.68023261,708,
124.5012432,11.35717556,709,
120.7609279,15.3764178,710,
120.703795,18.08618586,711,
123.4079037,12.29878964,712,
124.5831696,12.41763675,714,stable nonforest
124.987681,11.89562574,715,
125.682977,8.202471944,716,
126.1254871,7.952919958,717,
124.8146654,7.980408405,719,
122.3695411,13.66377971,720,
125.3741362,8.067724651,721,
124.3311922,9.631601729,722,
117.9347382,9.110129707,723,
120.980566,16.65705607,724,
124.7863685,8.03242086,725,
122.8279514,11.45500209,726,
125.0240627,12.35457502,727,
121.3317174,5.949227716,728,
120.3973797,16.48323206,729,
120.255895,15.10341979,730,
125.9349544,9.651274834,732,
121.2850949,16.75434362,733,
120.9180432,17.61295337,735,
125.4460913,7.297778621,736,
122.197334,11.51860281,737,
123.9854306,10.91250949,738,
125.706962,7.87018512,739,
122.6271779,13.52094758,741,
123.9657575,7.807931871,742,
124.5489438,12.09963314,743,
120.679271,15.12444037,744,
126.3866274,7.20076057,745,
125.3544631,7.053616527,747,
119.3471593,10.34872682,748,
125.1795611,6.922372664,749,
121.4042115,13.17491654,751,
121.4009775,15.43759307,752,
125.5374499,10.2999483,754,
125.5034936,8.6077918,755,
120.5836004,15.06245661,756,
121.6025595,16.71957882,757,
125.1372505,8.516433135,758,
123.120353,8.299489994,760,
125.6441698,8.621536024,761,
121.777731,17.98269994,762,
125.4194113,8.827429887,763,
126.2823329,8.860847215,765,
123.4771638,8.359856781,766,
120.4122019,15.93292412,767,
120.0432638,15.28748459,768,
125.7446913,8.910703714,769,
124.6200903,8.359048298,770,
125.6255746,9.052996855,772,
121.8464521,14.01385318,773,
126.5335019,7.668064181,774,
120.7452972,16.28542304,775,
125.0647564,11.65550606,776,
125.9910093,9.246493967,777,
121.9736535,10.51123206,778,
120.8757326,16.32908116,779,
124.0590026,7.039872303,780,
121.2241891,12.49740715,781,
123.5038438,7.891475192,782,
123.5302542,10.13501761,783,
125.3660514,7.647313098,784,
120.9164263,17.581153,785,
125.9387274,7.856171402,786,
125.2488212,11.92338368,787,
124.1500918,6.422729703,788,
121.4281965,15.85800463,789,
120.8498611,18.50390246,790,
125.2509772,12.25189758,791,
125.0890109,8.041853171,792,
125.8565315,8.99397754,793,
124.9445618,7.794457141,794,
120.927745,14.83096076,795,
120.703795,16.50290517,796,
125.012744,6.621077717,797,
125.2534026,7.266517249,798,
125.6495597,7.147670137,799,
124.7925669,8.417528623,801,
126.0810205,9.797071404,802,Deforestation
122.0733665,18.32603604,803,
122.7295858,13.95186942,804,
124.5793967,6.119009305,805,
124.016153,10.93379956,806,
120.9366384,16.5411734,808,
124.1379645,6.745045227,809,
126.0538015,8.494873569,810,
125.8640774,9.487422126,812,
125.0693378,6.788703349,813,
117.0330093,8.123779525,816,
125.3016422,6.845027718,817,
123.3833797,13.47432502,818,
121.9906317,16.23853098,820,
125.5522721,9.532697216,821,
121.4521815,12.90865589,822,
121.3373768,16.19109993,823,
120.8183302,17.23970336,826,
120.4873909,16.58941293,827,
118.2503163,9.203644328,828,
120.0394909,15.50011582,829,
122.3056708,16.86268044,830,
117.2574983,8.426421944,831,
122.4266739,14.03110083,832,
122.1701151,17.51350986,833,
121.0700382,16.23017665,835,
125.459027,11.74713422,837,
119.1843846,10.3748678,839,
124.3053207,13.59236365,840,Deforestation
125.2967913,8.61722411,841,
121.004012,16.96616636,842,
123.2955245,8.278738911,843,
123.071844,10.13420913,846,
125.9659463,8.749815446,847,
118.6777347,9.589021585,848,
123.2615681,10.69745281,849,
122.4654811,10.99578332,850,
121.1061504,16.41585842,851,
122.3576833,11.28441202,853,
120.9708642,17.83393893,854,
125.3682073,5.653322662,855,
122.6037319,9.889508047,856,
123.5763378,8.399472485,857,
122.9597342,10.55812411,858,
121.4387068,17.03084506,859,
121.2724286,12.45428801,860,
119.7724217,16.21400697,861,
124.4791447,7.883659849,865,
121.3486956,12.40739596,866,
120.9350214,13.37299506,867,stable forest
125.9489681,9.070514003,868,
121.5359943,14.2515474,869,
117.9401281,9.207417252,870,
125.3911144,6.470699739,871,
121.5491995,15.94235643,872,
121.278088,17.81749976,873,
120.507603,16.03479307,874,
120.8838174,15.42896925,875,
122.5527974,9.850431332,876,
122.0922311,13.86078026,878,
120.4275631,16.37732069,882,
125.980499,8.566020139,884,
121.6300479,14.37551491,886,
125.3679378,8.266072666,888,
123.1909606,7.962621763,890,
124.9666604,11.40379812,891,
124.8823086,10.89148892,892,
120.1254597,15.30823567,894,
121.5882763,14.81964199,895,
124.1600631,7.731125914,897,
122.0863023,7.013731328,899,stable forest
126.2057965,7.78556382,902,stable forest
125.3361375,8.404862377,905,
123.4642281,10.88178711,906,
124.4578546,10.95455065,908,
122.6751479,9.543207505,909,
120.1591465,15.11204361,910,
124.9787876,11.8977817,911,
121.5120093,14.40408134,912,
125.5374499,7.982564362,913,
118.8758133,10.1856826,914,
121.1136963,14.18282628,915,
122.196795,11.61858531,916,
120.904838,12.91162033,917,
125.4676508,6.325981147,918,
121.9642212,20.43644813,919,
124.1827006,7.536281329,920,
121.2228416,14.73825462,921,
124.5168739,7.779365445,922,
124.6214378,7.532508405,923,
124.8335301,10.74138043,925,
121.4195727,16.54844975,926,
121.0759671,14.64770444,927,
120.5119149,15.84210445,928,
123.5685225,13.37003062,929,
125.5121174,6.491181327,930,
124.2045297,6.745314721,931,
122.1094788,17.7156308,932,
125.1062586,11.34747375,933,
125.3752142,12.29744217,934,
125.3267051,6.660962916,936,
126.0953037,7.564847755,937,
124.736512,10.44251094,939,
122.8602907,7.622789091,940,
121.1476526,18.47479705,941,
120.8115929,17.76279235,942,
125.2313041,6.756363999,945,
124.7149524,6.344845768,946,
119.0345456,10.14310245,947,
123.2014708,10.40397321,948,
124.9550721,11.89131383,949,
125.3981212,7.555415444,950,
123.8843701,12.70572646,951,
126.4987371,7.180817971,952,
125.2504382,12.37909903,953,
121.1681342,14.25370336,954,
120.4989791,14.95250282,955,
123.9881255,9.976015809,956,
120.9867643,15.42438784,957,
120.3653098,14.65525029,958,
120.9584674,12.66745823,959,
124.5101366,12.14733368,960,
120.407351,16.54305986,961,
120.081532,15.33841907,962,
125.3563496,12.23060751,963,
124.3419719,9.86148061,965,
124.1263763,12.66799722,966,
124.7246542,6.478245587,967,
125.3590445,8.497029525,968,
123.9234468,7.836767791,969,
122.5457905,9.854743246,970,
124.1932109,7.036907862,971,
121.6400192,14.44962592,972,
120.7862604,15.80653116,973,
122.3277694,10.66511346,975,
121.8184246,17.52348116,976,
125.7457692,7.643001185,978,
122.0070708,17.94793513,979,
122.5401311,9.70921617,980,
122.4266739,14.26529163,981,
121.7424272,17.53506943,982,
125.5614349,11.36472141,983,
120.3564165,14.67869632,984,
121.3672907,17.14160734,985,
120.8194082,18.14736113,987,
118.9806467,10.08839505,988,
124.5756237,7.096196671,989,
124.2171959,13.88746022,991,
119.9958328,15.53811455,992,
123.0872051,10.86426996,994,
122.3719665,7.901446492,996,
124.6338346,12.48042899,997,
122.174427,7.120720678,998,
123.5725649,12.3456817,1000,
